iter,wl,overlap,ref
112,122.20,0.0001,2001.75
113,122.17,0.0001,2001.71
114,122.13,0.0000,2001.67
115,122.10,0.0000,2001.63
116,122.06,0.0000,2001.59
117,122.03,0.0000,2001.56
118,121.99,0.0000,2001.52
119,121.96,0.0000,2001.48
120,121.92,0.0000,2001.44
121,121.88,0.0000,2001.41
122,121.84,0.0000,2001.37
123,121.80,0.0000,2001.34
124,121.76,0.0000,2001.30
125,121.72,0.0000,2001.26
126,121.68,0.0000,2001.23
127,121.64,0.0000,2001.19
128,121.60,0.0000,2001.15
129,121.56,0.0000,2001.12
130,121.52,0.0000,2001.08
131,121.47,0.0000,2001.04
132,121.43,0.0000,2001.01
133,121.38,0.0000,2000.97
134,121.34,0.0000,2000.94
135,121.29,0.0000,2000.90
136,121.24,0.0000,2000.86
137,121.20,0.0000,2000.83
138,121.15,0.0000,2000.79
139,121.11,0.0000,2000.76
140,121.06,0.0000,2000.72
141,121.02,0.0000,2000.69
142,120.97,0.0000,2000.65
143,120.93,0.0000,2000.62
144,120.88,0.0000,2000.58
145,120.84,0.0000,2000.55
146,120.80,0.0000,2000.51
147,120.75,0.0000,2000.48
148,120.71,0.0000,2000.44
149,120.67,0.0000,2000.41
150,120.63,0.0000,2000.37
151,120.60,0.0000,2000.34
152,120.56,0.0000,2000.31
153,120.52,0.0000,2000.27
154,120.48,0.0000,2000.24
155,120.45,0.0000,2000.21
156,120.41,0.0000,2000.18
157,120.37,0.0000,2000.14
158,120.33,0.0000,2000.11
159,120.30,0.0000,2000.08
160,120.27,0.0000,2000.04
161,120.24,0.0000,2000.01
162,120.21,0.0000,1999.98
163,120.18,0.0000,1999.95
164,120.15,0.0000,1999.91
165,120.12,0.0000,1999.88
166,120.08,0.0000,1999.85
167,120.05,0.0000,1999.82
168,120.02,0.0000,1999.79
169,119.99,0.0000,1999.75
170,119.96,0.0000,1999.72
171,119.94,0.0000,1999.69
172,119.91,0.0000,1999.66
173,119.88,0.0000,1999.63
174,119.85,0.0000,1999.60
175,119.82,0.0000,1999.57
176,119.78,0.0000,1999.54
177,119.75,0.0000,1999.51
178,119.71,0.0000,1999.48
179,119.68,0.0000,1999.45
180,119.66,0.0000,1999.42
181,119.63,0.0000,1999.39
182,119.60,0.0000,1999.36
183,119.57,0.0000,1999.33
184,119.54,0.0000,1999.29
185,119.51,0.0000,1999.27
186,119.48,0.0000,1999.24
187,119.45,0.0000,1999.21
188,119.41,0.0000,1999.18
189,119.38,0.0000,1999.15
190,119.35,0.0000,1999.12
191,119.32,0.0000,1999.09
192,119.28,0.0000,1999.06
193,119.25,0.0000,1999.03
194,119.22,0.0000,1999.01
195,119.20,0.0000,1998.98
196,119.18,0.0000,1998.95
197,119.16,0.0000,1998.92
198,119.14,0.0000,1998.90
199,119.13,0.0000,1998.87
200,119.11,0.0000,1998.84
201,119.10,0.0000,1998.81
202,119.08,0.0000,1998.78
203,119.07,0.0000,1998.75
204,119.05,0.0000,1998.72
205,119.04,0.0000,1998.70
206,119.02,0.0000,1998.66
207,119.01,0.0000,1998.64
208,118.99,0.0000,1998.61
209,118.97,0.0000,1998.59
210,118.95,0.0000,1998.56
211,118.92,0.0000,1998.53
212,118.90,0.0000,1998.50
213,118.88,0.0000,1998.47
214,118.86,0.0000,1998.45
215,118.83,0.0000,1998.42
216,118.81,0.0000,1998.39
217,118.78,0.0000,1998.36
218,118.76,0.0000,1998.34
219,118.73,0.0000,1998.31
220,118.70,0.0000,1998.28
221,118.68,0.0000,1998.26
222,118.65,0.0000,1998.23
223,118.63,0.0000,1998.20
224,118.60,0.0000,1998.17
225,118.58,0.0000,1998.15
226,118.55,0.0000,1998.12
227,118.52,0.0000,1998.10
228,118.49,0.0000,1998.07
229,118.47,0.0000,1998.04
230,118.45,0.0000,1998.01
231,118.42,0.0000,1997.99
232,118.40,0.0000,1997.97
233,118.37,0.0000,1997.94
234,118.35,0.0000,1997.92
235,118.32,0.0000,1997.89
236,118.30,0.0000,1997.87
237,118.28,0.0000,1997.84
238,118.26,0.0000,1997.82
239,118.23,0.0000,1997.79
240,118.21,0.0000,1997.77
241,118.19,0.0000,1997.74
242,118.16,0.0000,1997.72
243,118.14,0.0000,1997.69
244,118.11,0.0000,1997.67
245,118.09,0.0000,1997.65
246,118.06,0.0000,1997.62
247,118.04,0.0000,1997.60
248,118.02,0.0000,1997.57
249,117.99,0.0000,1997.55
250,117.96,0.0000,1997.52
251,117.94,0.0000,1997.50
252,117.91,0.0000,1997.47
253,117.88,0.0000,1997.46
254,117.85,0.0000,1997.43
255,117.82,0.0000,1997.41
256,117.79,0.0000,1997.38
257,117.76,0.0000,1997.36
258,117.73,0.0000,1997.33
259,117.70,0.0000,1997.31
260,117.67,0.0000,1997.29
261,117.64,0.0000,1997.26
262,117.61,0.0000,1997.24
263,117.58,0.0000,1997.21
264,117.55,0.0000,1997.19
265,117.52,0.0000,1997.17
266,117.50,0.0000,1997.14
267,117.47,0.0000,1997.12
268,117.45,0.0000,1997.09
269,117.43,0.0000,1997.07
270,117.41,0.0000,1997.05
271,117.39,0.0000,1997.03
272,117.37,0.0000,1997.00
273,117.35,0.0000,1996.98
274,117.33,0.0000,1996.96
275,117.31,0.0000,1996.94
276,117.30,0.0000,1996.92
277,117.28,0.0000,1996.89
278,117.27,0.0000,1996.87
279,117.27,0.0000,1996.85
280,117.26,0.0000,1996.83
281,117.25,0.0000,1996.80
282,117.24,0.0000,1996.78
283,117.23,0.0000,1996.76
284,117.22,0.0000,1996.74
285,117.20,0.0000,1996.72
286,117.19,0.0000,1996.70
287,117.19,0.0000,1996.68
288,117.18,0.0000,1996.66
289,117.17,0.0000,1996.64
290,117.17,0.0000,1996.62
291,117.16,0.0000,1996.60
292,117.16,0.0000,1996.57
293,117.16,0.0000,1996.55
294,117.16,0.0000,1996.53
295,117.16,0.0000,1996.51
296,117.15,0.0000,1996.49
297,117.14,0.0000,1996.47
298,117.13,0.0000,1996.45
299,117.12,0.0000,1996.43
300,117.10,0.0000,1996.40
301,117.09,0.0000,1996.38
302,117.08,0.0000,1996.36
303,117.06,0.0000,1996.34
304,117.06,0.0000,1996.32
305,117.05,0.0000,1996.29
306,117.04,0.0000,1996.27
307,117.03,0.0000,1996.25
308,117.03,0.0000,1996.23
309,117.02,0.0000,1996.21
310,117.02,0.0000,1996.19
311,117.02,0.0000,1996.17
312,117.02,0.0000,1996.15
313,117.02,0.0000,1996.13
314,117.02,0.0000,1996.11
315,117.02,0.0000,1996.09
316,117.02,0.0000,1996.06
317,117.01,0.0000,1996.05
318,117.01,0.0000,1996.02
319,117.01,0.0000,1996.01
320,117.00,0.0000,1995.98
321,116.99,0.0000,1995.96
322,116.99,0.0000,1995.94
323,116.99,0.0000,1995.92
324,116.99,0.0000,1995.90
325,116.98,0.0000,1995.88
326,116.97,0.0000,1995.86
327,116.97,0.0000,1995.83
328,116.96,0.0000,1995.82
329,116.95,0.0000,1995.79
330,116.94,0.0000,1995.78
331,116.93,0.0000,1995.75
332,116.91,0.0000,1995.74
333,116.91,0.0000,1995.71
334,116.90,0.0000,1995.69
335,116.89,0.0000,1995.67
336,116.88,0.0000,1995.65
337,116.87,0.0000,1995.63
338,116.86,0.0000,1995.61
339,116.85,0.0000,1995.59
340,116.83,0.0000,1995.57
341,116.82,0.0000,1995.55
342,116.82,0.0000,1995.53
343,116.81,0.0000,1995.51
344,116.81,0.0000,1995.49
345,116.80,0.0000,1995.47
346,116.80,0.0000,1995.45
347,116.79,0.0000,1995.43
348,116.79,0.0000,1995.41
349,116.78,0.0000,1995.39
350,116.78,0.0000,1995.37
351,116.77,0.0000,1995.35
352,116.76,0.0000,1995.34
353,116.75,0.0000,1995.32
354,116.74,0.0000,1995.30
355,116.72,0.0000,1995.28
356,116.71,0.0000,1995.26
357,116.69,0.0000,1995.25
358,116.67,0.0000,1995.23
359,116.66,0.0000,1995.21
360,116.63,0.0000,1995.19
361,116.61,0.0000,1995.17
362,116.59,0.0000,1995.15
363,116.58,0.0000,1995.14
364,116.56,0.0000,1995.12
365,116.54,0.0000,1995.10
366,116.52,0.0000,1995.08
367,116.50,0.0000,1995.06
368,116.47,0.0000,1995.04
369,116.45,0.0000,1995.03
370,116.43,0.0000,1995.01
371,116.41,0.0000,1994.99
372,116.39,0.0000,1994.97
373,116.37,0.0000,1994.95
374,116.35,0.0000,1994.93
375,116.32,0.0000,1994.91
376,116.30,0.0000,1994.89
377,116.28,0.0000,1994.87
378,116.25,0.0000,1994.85
379,116.23,0.0000,1994.84
380,116.20,0.0000,1994.81
381,116.18,0.0000,1994.80
382,116.16,0.0000,1994.77
383,116.15,0.0000,1994.76
384,116.13,0.0000,1994.73
385,116.12,0.0000,1994.72
386,116.10,0.0000,1994.70
387,116.09,0.0000,1994.68
388,116.07,0.0000,1994.66
389,116.05,0.0000,1994.64
390,116.04,0.0000,1994.62
391,116.03,0.0000,1994.60
392,116.02,0.0000,1994.58
393,116.00,0.0000,1994.56
394,115.99,0.0000,1994.54
395,115.98,0.0000,1994.52
396,115.97,0.0000,1994.51
397,115.96,0.0000,1994.49
398,115.96,0.0000,1994.47
399,115.95,0.0000,1994.45
400,115.94,0.0000,1994.43
401,115.93,0.0000,1994.41
402,115.92,0.0000,1994.39
403,115.90,0.0000,1994.37
404,115.89,0.0000,1994.35
405,115.88,0.0000,1994.34
406,115.86,0.0000,1994.32
407,115.85,0.0000,1994.30
408,115.84,0.0000,1994.28
409,115.82,0.0000,1994.27
410,115.81,0.0000,1994.25
411,115.80,0.0000,1994.23
412,115.79,0.0000,1994.21
413,115.79,0.0000,1994.19
414,115.78,0.0000,1994.18
415,115.77,0.0000,1994.15
416,115.76,0.0000,1994.14
417,115.76,0.0000,1994.12
418,115.76,0.0000,1994.11
419,115.76,0.0000,1994.09
420,115.76,0.0000,1994.07
421,115.77,0.0000,1994.05
422,115.77,0.0000,1994.04
423,115.78,0.0000,1994.02
424,115.78,0.0000,1994.00
425,115.79,0.0000,1993.98
426,115.79,0.0000,1993.97
427,115.79,0.0000,1993.95
428,115.79,0.0000,1993.93
429,115.78,0.0000,1993.92
430,115.77,0.0000,1993.90
431,115.77,0.0000,1993.88
432,115.77,0.0000,1993.86
433,115.77,0.0000,1993.85
434,115.77,0.0000,1993.83
435,115.77,0.0000,1993.81
436,115.77,0.0000,1993.80
437,115.77,0.0000,1993.78
438,115.77,0.0000,1993.76
439,115.77,0.0000,1993.74
440,115.77,0.0000,1993.73
441,115.76,0.0000,1993.71
442,115.76,0.0000,1993.70
443,115.76,0.0000,1993.68
444,115.76,0.0000,1993.66
445,115.75,0.0000,1993.65
446,115.75,0.0000,1993.63
447,115.74,0.0000,1993.61
448,115.74,0.0000,1993.60
449,115.73,0.0000,1993.58
450,115.74,0.0000,1993.56
451,115.73,0.0000,1993.55
452,115.73,0.0000,1993.53
453,115.73,0.0000,1993.52
454,115.73,0.0000,1993.50
455,115.72,0.0000,1993.48
456,115.71,0.0000,1993.47
457,115.71,0.0000,1993.45
458,115.70,0.0000,1993.43
459,115.70,0.0000,1993.41
460,115.70,0.0000,1993.40
461,115.69,0.0000,1993.38
462,115.68,0.0000,1993.37
463,115.67,0.0000,1993.35
464,115.66,0.0000,1993.34
465,115.65,0.0000,1993.32
466,115.64,0.0000,1993.30
467,115.63,0.0000,1993.29
468,115.61,0.0000,1993.27
469,115.60,0.0000,1993.26
470,115.58,0.0000,1993.24
471,115.56,0.0000,1993.22
472,115.55,0.0000,1993.20
473,115.54,0.0000,1993.19
474,115.53,0.0000,1993.17
475,115.52,0.0000,1993.16
476,115.51,0.0000,1993.14
477,115.50,0.0000,1993.13
478,115.48,0.0000,1993.11
479,115.47,0.0000,1993.09
480,115.45,0.0000,1993.08
481,115.44,0.0000,1993.06
482,115.44,0.0000,1993.04
483,115.44,0.0000,1993.02
484,115.44,0.0000,1993.01
485,115.44,0.0000,1992.99
486,115.43,0.0000,1992.98
487,115.43,0.0000,1992.96
488,115.43,0.0000,1992.94
489,115.42,0.0000,1992.93
490,115.42,0.0000,1992.91
491,115.43,0.0000,1992.89
492,115.43,0.0000,1992.88
493,115.43,0.0000,1992.86
494,115.42,0.0000,1992.84
495,115.41,0.0000,1992.83
496,115.41,0.0000,1992.81
497,115.40,0.0000,1992.80
498,115.39,0.0000,1992.78
499,115.38,0.0000,1992.76
500,115.37,0.0000,1992.75
501,115.36,0.0000,1992.73
502,115.35,0.0000,1992.72
503,115.34,0.0000,1992.70
504,115.33,0.0000,1992.68
505,115.32,0.0000,1992.66
506,115.32,0.0000,1992.65
507,115.31,0.0000,1992.64
508,115.31,0.0000,1992.62
509,115.30,0.0000,1992.60
510,115.30,0.0000,1992.59
511,115.29,0.0000,1992.57
512,115.28,0.0000,1992.56
513,115.28,0.0000,1992.54
514,115.27,0.0000,1992.53
515,115.26,0.0000,1992.51
516,115.25,0.0000,1992.50
517,115.24,0.0000,1992.49
518,115.23,0.0000,1992.47
519,115.22,0.0000,1992.46
520,115.22,0.0000,1992.44
521,115.23,0.0000,1992.42
522,115.23,0.0000,1992.41
523,115.24,0.0000,1992.39
524,115.25,0.0000,1992.38
525,115.25,0.0000,1992.36
526,115.25,0.0000,1992.35
527,115.26,0.0000,1992.33
528,115.26,0.0000,1992.32
529,115.26,0.0000,1992.30
530,115.26,0.0000,1992.29
531,115.25,0.0000,1992.27
532,115.25,0.0000,1992.26
533,115.25,0.0000,1992.24
534,115.24,0.0000,1992.23
535,115.24,0.0000,1992.21
536,115.24,0.0000,1992.19
537,115.23,0.0000,1992.18
538,115.22,0.0000,1992.16
539,115.22,0.0000,1992.15
540,115.21,0.0000,1992.14
541,115.20,0.0000,1992.12
542,115.18,0.0000,1992.11
543,115.17,0.0000,1992.09
544,115.15,0.0000,1992.07
545,115.14,0.0000,1992.06
546,115.13,0.0000,1992.04
547,115.12,0.0000,1992.03
548,115.11,0.0000,1992.01
549,115.10,0.0000,1992.00
550,115.09,0.0000,1991.99
551,115.08,0.0000,1991.97
552,115.07,0.0000,1991.96
553,115.07,0.0000,1991.94
554,115.06,0.0000,1991.93
555,115.05,0.0000,1991.91
556,115.04,0.0000,1991.90
557,115.03,0.0000,1991.88
558,115.01,0.0000,1991.86
559,115.00,0.0000,1991.85
560,114.99,0.0000,1991.84
561,114.98,0.0000,1991.83
562,114.96,0.0000,1991.81
563,114.95,0.0000,1991.80
564,114.93,0.0000,1991.78
565,114.91,0.0000,1991.77
566,114.89,0.0000,1991.75
567,114.87,0.0000,1991.74
568,114.85,0.0000,1991.72
569,114.82,0.0000,1991.71
570,114.80,0.0000,1991.69
571,114.78,0.0000,1991.68
572,114.77,0.0000,1991.67
573,114.76,0.0000,1991.65
574,114.75,0.0000,1991.64
575,114.74,0.0000,1991.62
576,114.73,0.0000,1991.61
577,114.73,0.0000,1991.59
578,114.72,0.0000,1991.58
579,114.71,0.0000,1991.57
580,114.70,0.0000,1991.55
581,114.68,0.0000,1991.54
582,114.68,0.0000,1991.52
583,114.67,0.0000,1991.52
584,114.66,0.0000,1991.50
585,114.65,0.0000,1991.49
586,114.65,0.0000,1991.47
587,114.65,0.0000,1991.46
588,114.64,0.0000,1991.44
589,114.65,0.0000,1991.43
590,114.65,0.0000,1991.42
591,114.64,0.0000,1991.40
592,114.64,0.0000,1991.39
593,114.63,0.0000,1991.37
594,114.63,0.0000,1991.36
595,114.62,0.0000,1991.34
596,114.62,0.0000,1991.33
597,114.61,0.0000,1991.32
598,114.60,0.0000,1991.30
599,114.59,0.0000,1991.29
600,114.57,0.0000,1991.27
601,114.56,0.0000,1991.26
602,114.55,0.0000,1991.24
603,114.53,0.0000,1991.23
604,114.52,0.0000,1991.21
605,114.50,0.0000,1991.20
606,114.49,0.0000,1991.19
607,114.47,0.0000,1991.17
608,114.46,0.0000,1991.16
609,114.45,0.0000,1991.15
610,114.44,0.0000,1991.13
611,114.43,0.0000,1991.12
612,114.42,0.0000,1991.10
613,114.40,0.0000,1991.09
614,114.39,0.0000,1991.08
615,114.38,0.0000,1991.06
616,114.36,0.0000,1991.05
617,114.35,0.0000,1991.03
618,114.34,0.0000,1991.02
619,114.32,0.0000,1991.01
620,114.31,0.0000,1990.99
621,114.29,0.0000,1990.98
622,114.28,0.0000,1990.96
623,114.27,0.0000,1990.95
624,114.26,0.0000,1990.93
625,114.25,0.0000,1990.92
626,114.25,0.0000,1990.91
627,114.25,0.0000,1990.90
628,114.25,0.0000,1990.88
629,114.25,0.0000,1990.87
630,114.25,0.0000,1990.85
631,114.25,0.0000,1990.84
632,114.25,0.0000,1990.83
633,114.25,0.0000,1990.81
634,114.25,0.0000,1990.80
635,114.24,0.0000,1990.79
636,114.24,0.0000,1990.78
637,114.24,0.0000,1990.76
638,114.24,0.0000,1990.75
639,114.24,0.0000,1990.74
640,114.24,0.0000,1990.72
641,114.23,0.0000,1990.71
642,114.23,0.0000,1990.70
643,114.22,0.0000,1990.68
644,114.22,0.0000,1990.67
645,114.22,0.0000,1990.66
646,114.22,0.0000,1990.64
647,114.23,0.0000,1990.63
648,114.24,0.0000,1990.62
649,114.24,0.0000,1990.61
650,114.25,0.0000,1990.60
651,114.27,0.0000,1990.59
652,114.29,0.0000,1990.57
653,114.31,0.0000,1990.56
654,114.32,0.0000,1990.55
655,114.32,0.0000,1990.53
656,114.32,0.0000,1990.52
657,114.31,0.0000,1990.50
658,114.31,0.0000,1990.49
659,114.30,0.0000,1990.48
660,114.29,0.0000,1990.47
661,114.28,0.0000,1990.46
662,114.27,0.0000,1990.45
663,114.26,0.0000,1990.43
664,114.25,0.0000,1990.42
665,114.25,0.0000,1990.41
666,114.25,0.0000,1990.39
667,114.25,0.0000,1990.38
668,114.25,0.0000,1990.37
669,114.25,0.0000,1990.36
670,114.25,0.0000,1990.34
671,114.25,0.0000,1990.34
672,114.25,0.0000,1990.32
673,114.26,0.0000,1990.31
674,114.26,0.0000,1990.30
675,114.26,0.0000,1990.28
676,114.27,0.0000,1990.27
677,114.27,0.0000,1990.26
678,114.26,0.0000,1990.25
679,114.26,0.0000,1990.23
680,114.26,0.0000,1990.22
681,114.27,0.0000,1990.20
682,114.28,0.0000,1990.20
683,114.28,0.0000,1990.18
684,114.29,0.0000,1990.17
685,114.29,0.0000,1990.16
686,114.30,0.0000,1990.14
687,114.30,0.0000,1990.13
688,114.32,0.0000,1990.12
689,114.33,0.0000,1990.10
690,114.34,0.0000,1990.09
691,114.35,0.0000,1990.08
692,114.36,0.0000,1990.07
693,114.38,0.0000,1990.06
694,114.38,0.0000,1990.05
695,114.39,0.0000,1990.04
696,114.39,0.0000,1990.02
697,114.39,0.0000,1990.01
698,114.40,0.0000,1990.00
699,114.40,0.0000,1989.99
700,114.40,0.0000,1989.98
701,114.40,0.0000,1989.97
702,114.41,0.0000,1989.96
703,114.40,0.0000,1989.95
704,114.40,0.0000,1989.94
705,114.39,0.0000,1989.93
706,114.38,0.0000,1989.92
707,114.38,0.0000,1989.91
708,114.38,0.0000,1989.90
709,114.37,0.0000,1989.89
710,114.37,0.0000,1989.87
711,114.36,0.0000,1989.86
712,114.36,0.0000,1989.85
713,114.35,0.0000,1989.84
714,114.35,0.0000,1989.83
715,114.34,0.0000,1989.82
716,114.34,0.0000,1989.81
717,114.33,0.0000,1989.80
718,114.32,0.0000,1989.79
719,114.31,0.0000,1989.78
720,114.30,0.0000,1989.77
721,114.29,0.0000,1989.75
722,114.28,0.0000,1989.74
723,114.28,0.0000,1989.73
724,114.27,0.0000,1989.72
725,114.26,0.0000,1989.71
726,114.25,0.0000,1989.70
727,114.24,0.0000,1989.69
728,114.23,0.0000,1989.68
729,114.22,0.0000,1989.67
730,114.21,0.0000,1989.66
731,114.22,0.0000,1989.65
732,114.21,0.0000,1989.64
733,114.21,0.0000,1989.63
734,114.20,0.0000,1989.61
735,114.19,0.0000,1989.61
736,114.18,0.0000,1989.59
737,114.17,0.0000,1989.59
738,114.16,0.0000,1989.58
739,114.15,0.0000,1989.57
740,114.14,0.0000,1989.56
741,114.12,0.0000,1989.55
742,114.11,0.0000,1989.53
743,114.11,0.0000,1989.52
744,114.10,0.0000,1989.51
745,114.10,0.0000,1989.50
746,114.09,0.0000,1989.49
747,114.08,0.0000,1989.48
748,114.07,0.0000,1989.47
749,114.06,0.0000,1989.46
750,114.06,0.0000,1989.45
751,114.05,0.0000,1989.43
752,114.04,0.0000,1989.42
753,114.03,0.0000,1989.41
754,114.03,0.0000,1989.40
755,114.03,0.0000,1989.39
756,114.03,0.0000,1989.38
757,114.03,0.0000,1989.37
758,114.03,0.0000,1989.36
759,114.02,0.0000,1989.35
760,114.02,0.0000,1989.34
761,114.02,0.0000,1989.33
762,114.02,0.0000,1989.32
763,114.03,0.0000,1989.31
764,114.02,0.0000,1989.29
765,114.02,0.0000,1989.28
766,114.01,0.0000,1989.27
767,114.01,0.0000,1989.26
768,114.00,0.0000,1989.25
769,113.99,0.0000,1989.24
770,113.99,0.0000,1989.23
771,113.99,0.0000,1989.22
772,113.98,0.0000,1989.21
773,113.98,0.0000,1989.20
774,113.97,0.0000,1989.19
775,113.96,0.0000,1989.18
776,113.95,0.0000,1989.17
777,113.95,0.0000,1989.16
778,113.95,0.0000,1989.15
779,113.95,0.0000,1989.14
780,113.95,0.0000,1989.13
781,113.96,0.0000,1989.13
782,113.96,0.0000,1989.12
783,113.96,0.0000,1989.11
784,113.96,0.0000,1989.10
785,113.96,0.0000,1989.09
786,113.96,0.0000,1989.08
787,113.96,0.0000,1989.07
788,113.96,0.0000,1989.06
789,113.95,0.0000,1989.05
790,113.95,0.0000,1989.04
791,113.94,0.0000,1989.03
792,113.93,0.0000,1989.02
793,113.92,0.0000,1989.01
794,113.91,0.0000,1989.00
795,113.89,0.0000,1988.99
796,113.88,0.0000,1988.98
797,113.86,0.0000,1988.97
798,113.85,0.0000,1988.96
799,113.84,0.0000,1988.95
800,113.84,0.0000,1988.94
801,113.83,0.0000,1988.93
802,113.82,0.0000,1988.92
803,113.82,0.0000,1988.91
804,113.82,0.0000,1988.90
805,113.82,0.0000,1988.89
806,113.81,0.0000,1988.88
807,113.81,0.0000,1988.87
808,113.81,0.0000,1988.86
809,113.81,0.0000,1988.85
810,113.81,0.0000,1988.84
811,113.81,0.0000,1988.83
812,113.81,0.0000,1988.82
813,113.81,0.0000,1988.81
814,113.80,0.0000,1988.80
815,113.80,0.0000,1988.79
816,113.80,0.0000,1988.78
817,113.80,0.0000,1988.77
818,113.80,0.0000,1988.76
819,113.81,0.0000,1988.75
820,113.81,0.0000,1988.74
821,113.81,0.0000,1988.73
822,113.82,0.0000,1988.72
823,113.83,0.0000,1988.72
824,113.83,0.0000,1988.71
825,113.84,0.0000,1988.70
826,113.84,0.0000,1988.69
827,113.84,0.0000,1988.68
828,113.84,0.0000,1988.67
829,113.84,0.0000,1988.66
830,113.84,0.0000,1988.65
831,113.84,0.0000,1988.64
832,113.84,0.0000,1988.63
833,113.84,0.0000,1988.62
834,113.84,0.0000,1988.61
835,113.84,0.0000,1988.60
836,113.85,0.0000,1988.59
837,113.85,0.0000,1988.58
838,113.84,0.0000,1988.58
839,113.84,0.0000,1988.56
840,113.83,0.0000,1988.56
841,113.82,0.0000,1988.55
842,113.81,0.0000,1988.54
843,113.80,0.0000,1988.53
844,113.79,0.0000,1988.51
845,113.78,0.0000,1988.51
846,113.77,0.0000,1988.49
847,113.75,0.0000,1988.49
848,113.74,0.0000,1988.48
849,113.72,0.0000,1988.47
850,113.71,0.0000,1988.46
851,113.70,0.0000,1988.45
852,113.69,0.0000,1988.44
853,113.67,0.0000,1988.43
854,113.66,0.0000,1988.42
855,113.66,0.0000,1988.41
856,113.66,0.0000,1988.40
857,113.65,0.0000,1988.39
858,113.64,0.0000,1988.38
859,113.64,0.0000,1988.37
860,113.63,0.0000,1988.36
861,113.62,0.0000,1988.35
862,113.61,0.0000,1988.34
863,113.61,0.0000,1988.33
864,113.60,0.0000,1988.32
865,113.59,0.0000,1988.31
866,113.59,0.0000,1988.30
867,113.58,0.0000,1988.29
868,113.57,0.0000,1988.28
869,113.56,0.0000,1988.28
870,113.55,0.0000,1988.26
871,113.55,0.0000,1988.26
872,113.54,0.0000,1988.24
873,113.54,0.0000,1988.24
