iter,wl,overlap,ref
870,38.47,0.0000,2044.67
871,38.47,0.0000,2044.66
872,38.47,0.0000,2044.65
873,38.47,0.0000,2044.64
874,38.47,0.0000,2044.63
875,38.47,0.0000,2044.62
876,38.47,0.0000,2044.61
877,38.46,0.0000,2044.60
878,38.45,0.0000,2044.59
879,38.44,0.0000,2044.58
880,38.44,0.0000,2044.57
881,38.43,0.0000,2044.55
882,38.43,0.0000,2044.55
883,38.43,0.0000,2044.53
884,38.42,0.0000,2044.52
885,38.43,0.0000,2044.51
886,38.43,0.0000,2044.50
887,38.43,0.0000,2044.49
888,38.44,0.0000,2044.48
889,38.44,0.0000,2044.46
890,38.44,0.0000,2044.45
891,38.45,0.0000,2044.44
892,38.46,0.0000,2044.43
893,38.46,0.0000,2044.42
894,38.47,0.0000,2044.41
895,38.47,0.0000,2044.39
896,38.47,0.0000,2044.38
897,38.47,0.0000,2044.37
898,38.46,0.0000,2044.36
899,38.46,0.0000,2044.35
900,38.46,0.0000,2044.33
901,38.46,0.0000,2044.32
902,38.45,0.0000,2044.31
903,38.45,0.0000,2044.30
904,38.44,0.0000,2044.29
905,38.44,0.0000,2044.28
906,38.44,0.0000,2044.26
907,38.43,0.0000,2044.25
908,38.43,0.0000,2044.24
909,38.42,0.0000,2044.23
910,38.41,0.0000,2044.22
911,38.41,0.0000,2044.20
912,38.40,0.0000,2044.19
913,38.40,0.0000,2044.18
914,38.39,0.0000,2044.17
915,38.38,0.0000,2044.16
916,38.38,0.0000,2044.15
917,38.37,0.0000,2044.14
918,38.36,0.0000,2044.12
919,38.36,0.0000,2044.11
920,38.35,0.0000,2044.10
921,38.34,0.0000,2044.09
922,38.34,0.0000,2044.08
923,38.33,0.0000,2044.07
924,38.33,0.0000,2044.06
925,38.32,0.0000,2044.04
926,38.31,0.0000,2044.04
927,38.31,0.0000,2044.02
928,38.30,0.0000,2044.01
929,38.29,0.0000,2044.00
930,38.29,0.0000,2043.99
931,38.29,0.0000,2043.98
932,38.28,0.0000,2043.97
933,38.28,0.0000,2043.96
934,38.28,0.0000,2043.95
935,38.28,0.0000,2043.94
936,38.28,0.0000,2043.92
937,38.27,0.0000,2043.91
938,38.27,0.0000,2043.90
939,38.26,0.0000,2043.89
940,38.25,0.0000,2043.88
941,38.24,0.0000,2043.87
942,38.23,0.0000,2043.86
943,38.22,0.0000,2043.85
944,38.21,0.0000,2043.83
945,38.21,0.0000,2043.82
946,38.20,0.0000,2043.81
947,38.19,0.0000,2043.80
948,38.19,0.0000,2043.79
949,38.18,0.0000,2043.78
950,38.18,0.0000,2043.77
951,38.17,0.0000,2043.76
952,38.17,0.0000,2043.75
953,38.16,0.0000,2043.74
954,38.16,0.0000,2043.73
955,38.15,0.0000,2043.72
956,38.15,0.0000,2043.71
957,38.15,0.0000,2043.70
958,38.15,0.0000,2043.69
959,38.15,0.0000,2043.68
960,38.15,0.0000,2043.67
961,38.16,0.0000,2043.66
962,38.16,0.0000,2043.65
963,38.16,0.0000,2043.65
964,38.16,0.0000,2043.64
965,38.16,0.0000,2043.63
966,38.16,0.0000,2043.62
967,38.15,0.0000,2043.61
968,38.15,0.0000,2043.60
969,38.15,0.0000,2043.59
970,38.14,0.0000,2043.58
971,38.13,0.0000,2043.57
972,38.13,0.0000,2043.56
973,38.12,0.0000,2043.55
974,38.11,0.0000,2043.54
975,38.11,0.0000,2043.53
976,38.10,0.0000,2043.52
977,38.09,0.0000,2043.51
978,38.08,0.0000,2043.50
979,38.08,0.0000,2043.49
980,38.07,0.0000,2043.47
981,38.07,0.0000,2043.46
982,38.06,0.0000,2043.45
983,38.06,0.0000,2043.44
984,38.05,0.0000,2043.43
985,38.05,0.0000,2043.42
986,38.04,0.0000,2043.41
987,38.04,0.0000,2043.40
988,38.03,0.0000,2043.39
989,38.02,0.0000,2043.38
990,38.01,0.0000,2043.37
991,38.01,0.0000,2043.35
992,38.00,0.0000,2043.34
993,37.99,0.0000,2043.33
994,37.99,0.0000,2043.32
995,37.98,0.0000,2043.31
996,37.97,0.0000,2043.30
997,37.96,0.0000,2043.29
998,37.96,0.0000,2043.28
999,37.94,0.0000,2043.27
1000,37.93,0.0000,2043.26
1001,37.92,0.0000,2043.25
1002,37.91,0.0000,2043.24
1003,37.90,0.0000,2043.23
1004,37.90,0.0000,2043.22
1005,37.89,0.0000,2043.21
1006,37.89,0.0000,2043.20
1007,37.89,0.0000,2043.19
1008,37.88,0.0000,2043.18
1009,37.88,0.0000,2043.17
1010,37.88,0.0000,2043.16
1011,37.88,0.0000,2043.15
1012,37.88,0.0000,2043.14
1013,37.88,0.0000,2043.13
1014,37.89,0.0000,2043.12
1015,37.89,0.0000,2043.11
1016,37.90,0.0000,2043.10
1017,37.90,0.0000,2043.09
1018,37.90,0.0000,2043.08
1019,37.90,0.0000,2043.07
1020,37.90,0.0000,2043.06
1021,37.90,0.0000,2043.04
1022,37.90,0.0000,2043.03
1023,37.90,0.0000,2043.02
1024,37.90,0.0000,2043.01
1025,37.90,0.0000,2043.00
1026,37.90,0.0000,2042.99
1027,37.91,0.0000,2042.98
1028,37.92,0.0000,2042.97
1029,37.92,0.0000,2042.96
1030,37.93,0.0000,2042.95
1031,37.94,0.0000,2042.94
1032,37.94,0.0000,2042.93
1033,37.94,0.0000,2042.92
1034,37.94,0.0000,2042.91
1035,37.94,0.0000,2042.90
1036,37.94,0.0000,2042.89
1037,37.94,0.0000,2042.88
1038,37.94,0.0000,2042.87
1039,37.94,0.0000,2042.85
1040,37.94,0.0000,2042.85
1041,37.94,0.0000,2042.83
1042,37.94,0.0000,2042.82
1043,37.94,0.0000,2042.81
1044,37.93,0.0000,2042.80
1045,37.93,0.0000,2042.79
1046,37.93,0.0000,2042.78
1047,37.93,0.0000,2042.77
1048,37.93,0.0000,2042.76
1049,37.93,0.0000,2042.75
1050,37.93,0.0000,2042.74
1051,37.92,0.0000,2042.73
1052,37.92,0.0000,2042.72
1053,37.92,0.0000,2042.71
1054,37.92,0.0000,2042.70
1055,37.91,0.0000,2042.69
1056,37.91,0.0000,2042.68
1057,37.91,0.0000,2042.67
1058,37.90,0.0000,2042.65
1059,37.90,0.0000,2042.64
1060,37.89,0.0000,2042.63
1061,37.89,0.0000,2042.62
1062,37.89,0.0000,2042.61
1063,37.88,0.0000,2042.60
1064,37.88,0.0000,2042.59
1065,37.88,0.0000,2042.58
1066,37.88,0.0000,2042.57
1067,37.88,0.0000,2042.56
1068,37.89,0.0000,2042.55
1069,37.89,0.0000,2042.54
1070,37.89,0.0000,2042.54
1071,37.89,0.0000,2042.53
1072,37.89,0.0000,2042.52
1073,37.89,0.0000,2042.51
1074,37.89,0.0000,2042.50
1075,37.89,0.0000,2042.49
1076,37.88,0.0000,2042.48
1077,37.88,0.0000,2042.47
1078,37.88,0.0000,2042.46
1079,37.89,0.0000,2042.45
1080,37.88,0.0000,2042.44
1081,37.88,0.0000,2042.43
1082,37.88,0.0000,2042.42
1083,37.88,0.0000,2042.41
1084,37.88,0.0000,2042.41
1085,37.87,0.0000,2042.40
1086,37.88,0.0000,2042.39
1087,37.88,0.0000,2042.38
1088,37.88,0.0000,2042.37
1089,37.89,0.0000,2042.36
1090,37.89,0.0000,2042.35
1091,37.88,0.0000,2042.35
1092,37.88,0.0000,2042.34
1093,37.88,0.0000,2042.33
1094,37.87,0.0000,2042.32
1095,37.87,0.0000,2042.31
1096,37.86,0.0000,2042.30
1097,37.86,0.0000,2042.29
1098,37.85,0.0000,2042.29
1099,37.85,0.0000,2042.28
1100,37.84,0.0000,2042.27
1101,37.83,0.0000,2042.26
1102,37.83,0.0000,2042.25
1103,37.82,0.0000,2042.24
1104,37.81,0.0000,2042.23
1105,37.81,0.0000,2042.22
1106,37.81,0.0000,2042.21
1107,37.81,0.0000,2042.20
1108,37.80,0.0000,2042.19
1109,37.79,0.0000,2042.18
1110,37.79,0.0000,2042.17
1111,37.79,0.0000,2042.17
1112,37.78,0.0000,2042.16
1113,37.78,0.0000,2042.15
1114,37.77,0.0000,2042.14
1115,37.76,0.0000,2042.13
1116,37.76,0.0000,2042.12
1117,37.75,0.0000,2042.11
1118,37.74,0.0000,2042.10
1119,37.74,0.0000,2042.09
1120,37.73,0.0000,2042.08
1121,37.72,0.0000,2042.07
1122,37.72,0.0000,2042.06
1123,37.72,0.0000,2042.05
1124,37.72,0.0000,2042.05
1125,37.72,0.0000,2042.04
1126,37.72,0.0000,2042.03
1127,37.72,0.0000,2042.02
1128,37.72,0.0000,2042.01
1129,37.72,0.0000,2042.00
1130,37.71,0.0000,2041.99
1131,37.71,0.0000,2041.98
1132,37.71,0.0000,2041.97
1133,37.72,0.0000,2041.96
1134,37.72,0.0000,2041.95
1135,37.72,0.0000,2041.94
1136,37.72,0.0000,2041.93
1137,37.72,0.0000,2041.93
1138,37.72,0.0000,2041.91
1139,37.71,0.0000,2041.91
1140,37.71,0.0000,2041.90
1141,37.72,0.0000,2041.89
1142,37.72,0.0000,2041.88
1143,37.72,0.0000,2041.87
1144,37.72,0.0000,2041.86
1145,37.72,0.0000,2041.85
1146,37.72,0.0000,2041.84
1147,37.72,0.0000,2041.83
1148,37.72,0.0000,2041.83
1149,37.71,0.0000,2041.82
1150,37.71,0.0000,2041.81
1151,37.71,0.0000,2041.80
1152,37.70,0.0000,2041.79
1153,37.69,0.0000,2041.78
1154,37.69,0.0000,2041.77
1155,37.68,0.0000,2041.76
1156,37.67,0.0000,2041.75
1157,37.66,0.0000,2041.75
1158,37.66,0.0000,2041.74
1159,37.65,0.0000,2041.73
1160,37.64,0.0000,2041.72
1161,37.64,0.0000,2041.71
1162,37.63,0.0000,2041.70
1163,37.63,0.0000,2041.69
1164,37.62,0.0000,2041.68
1165,37.61,0.0000,2041.67
1166,37.61,0.0000,2041.66
1167,37.60,0.0000,2041.66
1168,37.60,0.0000,2041.65
1169,37.61,0.0000,2041.64
1170,37.60,0.0000,2041.63
1171,37.60,0.0000,2041.62
1172,37.60,0.0000,2041.61
1173,37.60,0.0000,2041.60
1174,37.59,0.0000,2041.59
1175,37.59,0.0000,2041.58
1176,37.58,0.0000,2041.57
1177,37.58,0.0000,2041.56
1178,37.58,0.0000,2041.56
1179,37.57,0.0000,2041.55
1180,37.56,0.0000,2041.54
1181,37.56,0.0000,2041.53
1182,37.55,0.0000,2041.52
1183,37.55,0.0000,2041.52
1184,37.54,0.0000,2041.51
1185,37.54,0.0000,2041.50
1186,37.53,0.0000,2041.49
1187,37.53,0.0000,2041.48
1188,37.53,0.0000,2041.47
1189,37.53,0.0000,2041.46
1190,37.52,0.0000,2041.45
1191,37.52,0.0000,2041.45
1192,37.52,0.0000,2041.44
1193,37.52,0.0000,2041.43
1194,37.51,0.0000,2041.42
1195,37.51,0.0000,2041.41
1196,37.51,0.0000,2041.40
1197,37.50,0.0000,2041.39
1198,37.51,0.0000,2041.38
1199,37.52,0.0000,2041.37
1200,37.52,0.0000,2041.36
1201,37.52,0.0000,2041.35
1202,37.53,0.0000,2041.34
1203,37.53,0.0000,2041.34
1204,37.53,0.0000,2041.33
1205,37.54,0.0000,2041.32
1206,37.54,0.0000,2041.31
1207,37.55,0.0000,2041.30
1208,37.55,0.0000,2041.29
1209,37.55,0.0000,2041.28
1210,37.55,0.0000,2041.27
1211,37.55,0.0000,2041.26
1212,37.55,0.0000,2041.25
1213,37.54,0.0000,2041.25
1214,37.54,0.0000,2041.24
1215,37.54,0.0000,2041.23
1216,37.53,0.0000,2041.22
1217,37.53,0.0000,2041.21
1218,37.53,0.0000,2041.20
1219,37.52,0.0000,2041.19
1220,37.52,0.0000,2041.18
1221,37.51,0.0000,2041.18
1222,37.51,0.0000,2041.17
1223,37.51,0.0000,2041.16
1224,37.51,0.0000,2041.15
1225,37.51,0.0000,2041.14
1226,37.50,0.0000,2041.13
1227,37.50,0.0000,2041.13
1228,37.49,0.0000,2041.12
1229,37.49,0.0000,2041.11
1230,37.49,0.0000,2041.10
1231,37.48,0.0000,2041.09
1232,37.48,0.0000,2041.08
1233,37.47,0.0000,2041.08
1234,37.47,0.0000,2041.07
1235,37.46,0.0000,2041.06
1236,37.45,0.0000,2041.05
1237,37.45,0.0000,2041.04
1238,37.44,0.0000,2041.04
1239,37.43,0.0000,2041.03
1240,37.43,0.0000,2041.02
1241,37.42,0.0000,2041.01
1242,37.41,0.0000,2041.00
1243,37.40,0.0000,2040.99
1244,37.39,0.0000,2040.98
1245,37.40,0.0000,2040.98
1246,37.40,0.0000,2040.97
1247,37.40,0.0000,2040.96
1248,37.41,0.0000,2040.95
1249,37.41,0.0000,2040.94
1250,37.42,0.0000,2040.93
1251,37.42,0.0000,2040.92
1252,37.42,0.0000,2040.91
1253,37.42,0.0000,2040.91
1254,37.43,0.0000,2040.90
1255,37.42,0.0000,2040.89
1256,37.42,0.0000,2040.88
1257,37.42,0.0000,2040.87
1258,37.42,0.0000,2040.86
1259,37.42,0.0000,2040.85
1260,37.41,0.0000,2040.84
1261,37.41,0.0000,2040.83
1262,37.41,0.0000,2040.82
1263,37.40,0.0000,2040.82
1264,37.40,0.0000,2040.81
1265,37.39,0.0000,2040.80
1266,37.39,0.0000,2040.79
1267,37.38,0.0000,2040.78
1268,37.38,0.0000,2040.77
1269,37.37,0.0000,2040.76
1270,37.36,0.0000,2040.75
1271,37.36,0.0000,2040.74
1272,37.35,0.0000,2040.74
1273,37.34,0.0000,2040.73
1274,37.33,0.0000,2040.72
1275,37.33,0.0000,2040.71
1276,37.32,0.0000,2040.70
1277,37.32,0.0000,2040.69
1278,37.32,0.0000,2040.68
1279,37.32,0.0000,2040.68
1280,37.32,0.0000,2040.67
1281,37.32,0.0000,2040.66
1282,37.32,0.0000,2040.65
1283,37.32,0.0000,2040.64
1284,37.32,0.0000,2040.63
1285,37.31,0.0000,2040.63
1286,37.31,0.0000,2040.62
1287,37.31,0.0000,2040.61
1288,37.30,0.0000,2040.60
1289,37.30,0.0000,2040.59
1290,37.29,0.0000,2040.59
1291,37.29,0.0000,2040.58
1292,37.28,0.0000,2040.57
1293,37.27,0.0000,2040.56
1294,37.27,0.0000,2040.55
1295,37.26,0.0000,2040.54
1296,37.26,0.0000,2040.53
1297,37.25,0.0000,2040.52
1298,37.24,0.0000,2040.52
1299,37.24,0.0000,2040.51
1300,37.23,0.0000,2040.50
1301,37.22,0.0000,2040.49
1302,37.22,0.0000,2040.48
1303,37.21,0.0000,2040.47
1304,37.21,0.0000,2040.46
1305,37.21,0.0000,2040.45
1306,37.20,0.0000,2040.45
1307,37.20,0.0000,2040.44
1308,37.20,0.0000,2040.43
1309,37.19,0.0000,2040.42
1310,37.19,0.0000,2040.41
1311,37.20,0.0000,2040.40
1312,37.21,0.0000,2040.39
1313,37.21,0.0000,2040.39
1314,37.22,0.0000,2040.38
1315,37.23,0.0000,2040.37
1316,37.23,0.0000,2040.36
1317,37.24,0.0000,2040.35
1318,37.24,0.0000,2040.35
1319,37.24,0.0000,2040.34
1320,37.24,0.0000,2040.33
1321,37.24,0.0000,2040.32
1322,37.24,0.0000,2040.31
1323,37.23,0.0000,2040.30
1324,37.23,0.0000,2040.30
1325,37.22,0.0000,2040.29
1326,37.22,0.0000,2040.28
1327,37.22,0.0000,2040.27
1328,37.21,0.0000,2040.26
1329,37.21,0.0000,2040.25
1330,37.20,0.0000,2040.25
1331,37.20,0.0000,2040.24
1332,37.20,0.0000,2040.23
1333,37.20,0.0000,2040.22
1334,37.20,0.0000,2040.21
1335,37.20,0.0000,2040.20
1336,37.19,0.0000,2040.19
1337,37.19,0.0000,2040.19
1338,37.18,0.0000,2040.18
1339,37.18,0.0000,2040.17
1340,37.17,0.0000,2040.16
1341,37.17,0.0000,2040.15
1342,37.16,0.0000,2040.14
1343,37.16,0.0000,2040.14
1344,37.15,0.0000,2040.13
1345,37.14,0.0000,2040.12
1346,37.14,0.0000,2040.11
1347,37.13,0.0000,2040.10
1348,37.12,0.0000,2040.09
1349,37.11,0.0000,2040.09
1350,37.11,0.0000,2040.08
1351,37.11,0.0000,2040.07
1352,37.11,0.0000,2040.06
1353,37.11,0.0000,2040.05
1354,37.10,0.0000,2040.04
1355,37.10,0.0000,2040.04
1356,37.09,0.0000,2040.03
1357,37.09,0.0000,2040.02
1358,37.08,0.0000,2040.01
1359,37.08,0.0000,2040.00
1360,37.08,0.0000,2039.99
1361,37.08,0.0000,2039.99
1362,37.09,0.0000,2039.98
1363,37.09,0.0000,2039.97
1364,37.09,0.0000,2039.96
1365,37.09,0.0000,2039.96
1366,37.09,0.0000,2039.95
1367,37.09,0.0000,2039.94
1368,37.09,0.0000,2039.93
1369,37.08,0.0000,2039.92
1370,37.08,0.0000,2039.91
1371,37.07,0.0000,2039.91
1372,37.07,0.0000,2039.90
1373,37.06,0.0000,2039.89
1374,37.05,0.0000,2039.88
1375,37.04,0.0000,2039.87
1376,37.04,0.0000,2039.87
1377,37.04,0.0000,2039.86
1378,37.04,0.0000,2039.85
1379,37.04,0.0000,2039.85
1380,37.04,0.0000,2039.84
1381,37.03,0.0000,2039.83
1382,37.03,0.0000,2039.83
1383,37.02,0.0000,2039.82
1384,37.02,0.0000,2039.81
1385,37.01,0.0000,2039.81
1386,37.00,0.0000,2039.80
1387,37.00,0.0000,2039.79
1388,36.99,0.0000,2039.79
1389,36.99,0.0000,2039.78
1390,36.98,0.0000,2039.77
1391,36.97,0.0000,2039.76
1392,36.97,0.0000,2039.76
1393,36.96,0.0000,2039.75
1394,36.95,0.0000,2039.74
1395,36.94,0.0000,2039.74
1396,36.93,0.0000,2039.73
1397,36.93,0.0000,2039.72
1398,36.92,0.0000,2039.71
1399,36.92,0.0000,2039.71
1400,36.91,0.0000,2039.70
1401,36.90,0.0000,2039.69
1402,36.90,0.0000,2039.68
1403,36.89,0.0000,2039.67
1404,36.88,0.0000,2039.67
1405,36.88,0.0000,2039.66
1406,36.87,0.0000,2039.65
1407,36.86,0.0000,2039.64
1408,36.85,0.0000,2039.63
1409,36.84,0.0000,2039.63
1410,36.83,0.0000,2039.62
1411,36.83,0.0000,2039.61
1412,36.82,0.0000,2039.60
1413,36.82,0.0000,2039.60
1414,36.81,0.0000,2039.59
1415,36.81,0.0000,2039.58
1416,36.80,0.0000,2039.57
1417,36.80,0.0000,2039.56
1418,36.80,0.0000,2039.56
1419,36.80,0.0000,2039.55
1420,36.79,0.0000,2039.54
1421,36.79,0.0000,2039.53
1422,36.78,0.0000,2039.53
1423,36.78,0.0000,2039.52
1424,36.78,0.0000,2039.51
1425,36.78,0.0000,2039.50
1426,36.78,0.0000,2039.50
1427,36.79,0.0000,2039.49
1428,36.80,0.0000,2039.48
1429,36.81,0.0000,2039.47
1430,36.81,0.0000,2039.47
1431,36.82,0.0000,2039.46
1432,36.82,0.0000,2039.45
1433,36.82,0.0000,2039.44
1434,36.82,0.0000,2039.44
1435,36.82,0.0000,2039.43
1436,36.83,0.0000,2039.42
1437,36.83,0.0000,2039.41
1438,36.83,0.0000,2039.40
1439,36.83,0.0000,2039.40
1440,36.83,0.0000,2039.39
1441,36.82,0.0000,2039.38
1442,36.83,0.0000,2039.38
1443,36.84,0.0000,2039.37
1444,36.84,0.0000,2039.36
1445,36.85,0.0000,2039.35
1446,36.85,0.0000,2039.35
1447,36.86,0.0000,2039.34
1448,36.86,0.0000,2039.33
1449,36.87,0.0000,2039.33
1450,36.87,0.0000,2039.32
1451,36.87,0.0000,2039.31
1452,36.87,0.0000,2039.30
1453,36.87,0.0000,2039.30
1454,36.87,0.0000,2039.29
1455,36.87,0.0000,2039.28
1456,36.87,0.0000,2039.27
1457,36.87,0.0000,2039.27
1458,36.87,0.0000,2039.26
1459,36.87,0.0000,2039.25
1460,36.87,0.0000,2039.25
1461,36.87,0.0000,2039.24
1462,36.87,0.0000,2039.23
1463,36.87,0.0000,2039.22
1464,36.86,0.0000,2039.22
1465,36.86,0.0000,2039.21
1466,36.86,0.0000,2039.21
1467,36.86,0.0000,2039.20
1468,36.85,0.0000,2039.19
1469,36.85,0.0000,2039.19
1470,36.84,0.0000,2039.18
1471,36.84,0.0000,2039.18
1472,36.83,0.0000,2039.17
1473,36.83,0.0000,2039.16
1474,36.82,0.0000,2039.16
1475,36.82,0.0000,2039.15
1476,36.81,0.0000,2039.15
1477,36.81,0.0000,2039.14
1478,36.81,0.0000,2039.13
1479,36.80,0.0000,2039.13
1480,36.80,0.0000,2039.12
1481,36.79,0.0000,2039.11
1482,36.79,0.0000,2039.11
1483,36.78,0.0000,2039.10
1484,36.78,0.0000,2039.10
1485,36.77,0.0000,2039.09
1486,36.77,0.0000,2039.08
1487,36.77,0.0000,2039.08
1488,36.76,0.0000,2039.07
1489,36.76,0.0000,2039.06
1490,36.76,0.0000,2039.06
1491,36.76,0.0000,2039.05
1492,36.76,0.0000,2039.04
1493,36.76,0.0000,2039.03
1494,36.75,0.0000,2039.03
1495,36.75,0.0000,2039.02
1496,36.75,0.0000,2039.01
1497,36.75,0.0000,2039.01
1498,36.75,0.0000,2039.00
1499,36.74,0.0000,2038.99
1500,36.74,0.0000,2038.98
1501,36.73,0.0000,2038.98
1502,36.73,0.0000,2038.97
1503,36.72,0.0000,2038.96
1504,36.71,0.0000,2038.96
1505,36.71,0.0000,2038.95
1506,36.70,0.0000,2038.94
1507,36.69,0.0000,2038.93
1508,36.68,0.0000,2038.93
1509,36.68,0.0000,2038.92
1510,36.67,0.0000,2038.91
1511,36.66,0.0000,2038.91
1512,36.65,0.0000,2038.90
1513,36.64,0.0000,2038.89
1514,36.63,0.0000,2038.89
1515,36.63,0.0000,2038.88
1516,36.62,0.0000,2038.87
1517,36.61,0.0000,2038.86
1518,36.60,0.0000,2038.86
1519,36.59,0.0000,2038.85
1520,36.58,0.0000,2038.85
1521,36.57,0.0000,2038.84
1522,36.57,0.0000,2038.83
1523,36.56,0.0000,2038.82
1524,36.55,0.0000,2038.82
1525,36.55,0.0000,2038.81
1526,36.54,0.0000,2038.80
1527,36.54,0.0000,2038.80
1528,36.54,0.0000,2038.79
1529,36.54,0.0000,2038.78
1530,36.53,0.0000,2038.78
1531,36.54,0.0000,2038.77
1532,36.54,0.0000,2038.76
1533,36.55,0.0000,2038.76
1534,36.55,0.0000,2038.75
1535,36.55,0.0000,2038.74
1536,36.55,0.0000,2038.73
1537,36.55,0.0000,2038.73
1538,36.55,0.0000,2038.72
1539,36.55,0.0000,2038.71
1540,36.54,0.0000,2038.71
1541,36.54,0.0000,2038.70
1542,36.54,0.0000,2038.70
1543,36.53,0.0000,2038.69
1544,36.53,0.0000,2038.68
1545,36.53,0.0000,2038.67
1546,36.52,0.0000,2038.67
1547,36.52,0.0000,2038.66
1548,36.52,0.0000,2038.65
1549,36.51,0.0000,2038.65
1550,36.50,0.0000,2038.64
1551,36.50,0.0000,2038.63
1552,36.49,0.0000,2038.63
1553,36.49,0.0000,2038.62
1554,36.49,0.0000,2038.61
1555,36.48,0.0000,2038.60
1556,36.49,0.0000,2038.60
1557,36.50,0.0000,2038.59
1558,36.52,0.0000,2038.58
1559,36.53,0.0000,2038.58
1560,36.54,0.0000,2038.57
1561,36.55,0.0000,2038.56
1562,36.55,0.0000,2038.56
1563,36.56,0.0000,2038.55
1564,36.56,0.0000,2038.55
1565,36.57,0.0000,2038.54
1566,36.58,0.0000,2038.53
1567,36.59,0.0000,2038.53
1568,36.60,0.0000,2038.52
1569,36.60,0.0000,2038.51
1570,36.61,0.0000,2038.51
1571,36.61,0.0000,2038.50
1572,36.61,0.0000,2038.49
1573,36.62,0.0000,2038.48
1574,36.62,0.0000,2038.48
1575,36.62,0.0000,2038.47
1576,36.63,0.0000,2038.46
1577,36.63,0.0000,2038.46
1578,36.64,0.0000,2038.45
1579,36.65,0.0000,2038.44
1580,36.65,0.0000,2038.44
1581,36.65,0.0000,2038.43
1582,36.65,0.0000,2038.42
1583,36.65,0.0000,2038.42
1584,36.66,0.0000,2038.41
1585,36.66,0.0000,2038.40
1586,36.66,0.0000,2038.40
1587,36.66,0.0000,2038.39
1588,36.66,0.0000,2038.38
1589,36.66,0.0000,2038.38
1590,36.65,0.0000,2038.37
1591,36.65,0.0000,2038.36
1592,36.65,0.0000,2038.36
1593,36.64,0.0000,2038.35
1594,36.64,0.0000,2038.35
1595,36.63,0.0000,2038.34
1596,36.62,0.0000,2038.33
1597,36.62,0.0000,2038.33
1598,36.61,0.0000,2038.32
1599,36.61,0.0000,2038.31
1600,36.60,0.0000,2038.31
1601,36.59,0.0000,2038.30
1602,36.59,0.0000,2038.29
1603,36.58,0.0000,2038.29
1604,36.57,0.0000,2038.28
1605,36.57,0.0000,2038.28
1606,36.56,0.0000,2038.27
1607,36.55,0.0000,2038.26
1608,36.54,0.0000,2038.26
1609,36.53,0.0000,2038.25
1610,36.52,0.0000,2038.24
1611,36.52,0.0000,2038.23
1612,36.51,0.0000,2038.23
1613,36.51,0.0000,2038.22
1614,36.50,0.0000,2038.21
1615,36.49,0.0000,2038.21
1616,36.49,0.0000,2038.20
1617,36.48,0.0000,2038.20
1618,36.48,0.0000,2038.19
1619,36.47,0.0000,2038.18
1620,36.47,0.0000,2038.18
1621,36.46,0.0000,2038.17
1622,36.46,0.0000,2038.16
1623,36.45,0.0000,2038.16
1624,36.44,0.0000,2038.15
1625,36.44,0.0000,2038.14
1626,36.43,0.0000,2038.14
1627,36.42,0.0000,2038.13
1628,36.42,0.0000,2038.13
1629,36.41,0.0000,2038.12
1630,36.41,0.0000,2038.12
1631,36.41,0.0000,2038.11
1632,36.41,0.0000,2038.10
1633,36.41,0.0000,2038.10
1634,36.41,0.0000,2038.09
1635,36.41,0.0000,2038.09
1636,36.41,0.0000,2038.08
1637,36.41,0.0000,2038.07
1638,36.41,0.0000,2038.07
1639,36.41,0.0000,2038.06
1640,36.42,0.0000,2038.06
1641,36.43,0.0000,2038.05
1642,36.43,0.0000,2038.05
1643,36.43,0.0000,2038.04
1644,36.43,0.0000,2038.04
1645,36.43,0.0000,2038.03
1646,36.43,0.0000,2038.02
1647,36.43,0.0000,2038.02
1648,36.42,0.0000,2038.01
1649,36.42,0.0000,2038.01
1650,36.42,0.0000,2038.00
1651,36.41,0.0000,2037.99
1652,36.41,0.0000,2037.99
1653,36.41,0.0000,2037.98
1654,36.40,0.0000,2037.97
1655,36.40,0.0000,2037.96
1656,36.39,0.0000,2037.96
1657,36.39,0.0000,2037.95
1658,36.38,0.0000,2037.95
1659,36.38,0.0000,2037.94
1660,36.38,0.0000,2037.93
1661,36.37,0.0000,2037.93
1662,36.37,0.0000,2037.92
1663,36.37,0.0000,2037.91
1664,36.37,0.0000,2037.91
1665,36.36,0.0000,2037.90
1666,36.36,0.0000,2037.89
1667,36.35,0.0000,2037.89
1668,36.35,0.0000,2037.88
1669,36.34,0.0000,2037.88
1670,36.34,0.0000,2037.87
1671,36.33,0.0000,2037.86
1672,36.33,0.0000,2037.86
1673,36.33,0.0000,2037.85
1674,36.33,0.0000,2037.84
1675,36.33,0.0000,2037.84
1676,36.32,0.0000,2037.83
1677,36.32,0.0000,2037.82
1678,36.32,0.0000,2037.82
1679,36.31,0.0000,2037.81
1680,36.31,0.0000,2037.80
1681,36.30,0.0000,2037.79
1682,36.29,0.0000,2037.79
1683,36.29,0.0000,2037.78
1684,36.29,0.0000,2037.77
1685,36.28,0.0000,2037.77
1686,36.28,0.0000,2037.76
1687,36.28,0.0000,2037.75
1688,36.29,0.0000,2037.74
1689,36.29,0.0000,2037.74
1690,36.29,0.0000,2037.73
1691,36.29,0.0000,2037.73
1692,36.29,0.0000,2037.72
1693,36.28,0.0000,2037.71
1694,36.28,0.0000,2037.71
1695,36.27,0.0000,2037.70
1696,36.27,0.0000,2037.69
1697,36.26,0.0000,2037.68
1698,36.26,0.0000,2037.68
1699,36.25,0.0000,2037.67
